frame.encap_type,frame.len,frame.number,frame.time,frame.time_delta,frame.time_delta_displayed,frame.time_epoch,frame.time_relative,radiotap.channel.flags.cck,radiotap.channel.flags.ofdm,radiotap.channel.freq,radiotap.datarate,radiotap.dbm_antsignal,radiotap.length,radiotap.mactime,radiotap.present.tsft,radiotap.rxflags,radiotap.timestamp.ts,radiotap.vendor_oui,wlan.duration,wlan.analysis.kck,wlan.analysis.kek,wlan.bssid,wlan.country_info.fnm,wlan.country_info.code,wlan.da,wlan.fc.ds,wlan.fc.frag,wlan.fc.order,wlan.fc.moredata,wlan.fc.protected,wlan.fc.pwrmgt,wlan.fc.type,wlan.fc.retry,wlan.fc.subtype,wlan.fcs.bad_checksum,wlan.fixed.beacon,wlan.fixed.capabilities.ess,wlan.fixed.capabilities.ibss,wlan.fixed.reason_code,wlan.fixed.timestamp,wlan.ra,wlan_radio.duration,wlan.rsn.ie.gtk.key,wlan.rsn.ie.igtk.key,wlan.rsn.ie.pmkid,wlan.sa,wlan.seq,wlan.ssid,wlan.ta,wlan.tag,wlan.tag.length,wlan_radio.channel,wlan_radio.data_rate,wlan_radio.end_tsf,wlan_radio.frequency,wlan_radio.signal_dbm,wlan_radio.start_tsf,wlan_radio.phy,wlan_radio.timestamp,wlan.rsn.capabilities.mfpc,wlan_rsna_eapol.keydes.msgnr,wlan_rsna_eapol.keydes.data,wlan_rsna_eapol.keydes.data_len,wlan_rsna_eapol.keydes.key_info.key_mic,wlan_rsna_eapol.keydes.nonce,eapol.keydes.key_len,eapol.keydes.replay_counter,eapol.len,eapol.type,llc,arp,arp.hw.type,arp.proto.type,arp.hw.size,arp.proto.size,arp.opcode,arp.src.hw_mac,arp.src.proto_ipv4,arp.dst.hw_mac,arp.dst.proto_ipv4,ip.dst,ip.proto,ip.src,ip.ttl,ip.version,data.data,data.len,icmpv6.mldr.nb_mcast_records,icmpv6.ni.nonce,tcp.ack,tcp.ack_raw,tcp.analysis,tcp.analysis.flags,tcp.analysis.retransmission,tcp.analysis.reused_ports,tcp.analysis.rto_frame,tcp.checksum,tcp.checksum.status,tcp.flags.syn,tcp.dstport,tcp.flags.ack,tcp.flags.fin,tcp.flags.push,tcp.flags.reset,tcp.option_len,tcp.payload,tcp.seq,tcp.seq_raw,tcp.srcport,tcp.time_delta,tcp.time_relative,udp.dstport,udp.srcport,udp.length,udp.payload,udp.time_relative,udp.time_delta,nbns,nbss.continuation_data,nbss.type,nbss.length,ldap,smb.access.generic_execute,smb.access.generic_read,smb.access.generic_write,smb.flags.notify,smb.flags.response,smb.flags2.nt_error,smb.flags2.sec_sig,smb.mid,smb.nt_status,smb.server_component,smb.pid.high,smb.tid,smb2.acct,smb2.auth_frame,smb2.buffer_code,smb2.cmd,smb2.data_offset,smb2.domain,smb2.fid,smb2.filename,smb2.header_len,smb2.host,smb2.msg_id,smb2.pid,smb2.previous_sesid,smb2.protocol_id,smb2.sesid,smb2.session_flags,smb2.tid,smb2.write_length,dhcp,dhcp.client_id.duid_ll_hw_type,dhcp.cookie,dhcp.hw.addr_padding,dhcp.hw.mac_addr,dhcp.id,dhcp.ip.client,dhcp.ip.relay,dhcp.ip.server,dhcp.option.broadcast_address,dhcp.option.dhcp_server_id,dhcp.option.router,dhcp.option.vendor.bsdp.message_type,mdns,dns,dns.a,dns.count.add_rr,dns.count.answers,dns.count.auth_rr,dns.count.labels,dns.count.queries,dns.flags.authoritative,dns.flags.checkdisable,dns.flags.opcode,dns.flags.response,dns.id,dns.ptr.domain_name,dns.qry.name,dns.qry.name.len,dns.resp.len,dns.resp.name,dns.resp.ttl,dns.resp.len.1,dns.retransmit_request,dns.retransmit_response,dns.time,ssdp,http.connection,http.content_length,http.content_type,http.date,http.file_data,http.host,http.last_modified,http.location,http.next_request_in,http.next_response_in,http.request.full_uri,http.request.line,http.request.method,http.request.uri.path,http.request.uri.query,http.request.uri.query.parameter,http.request.version,http.request_in,http.response.code,http.response.code.desc,http.response.line,http.response.phrase,http.response.version,http.response_for.uri,http.response_in,http.referer,http.time,http.server,json.value.string,json.key,ssh.cookie,ssh.compression_algorithms_client_to_server_length,ssh.compression_algorithms_server_to_client_length,ssh.direction,ssh.dh_gex.max,ssh.dh_gex.min,ssh.dh_gex.nbits,ssh.encryption_algorithms_client_to_server_length,ssh.encryption_algorithms_server_to_client_length,ssh.host_key.length,ssh.host_key.type_length,ssh.kex_algorithms_length,ssh.mac_algorithms_client_to_server_length,ssh.mac_algorithms_server_to_client_length,ssh.message_code,ssh.mpint_length,ssh.packet_length,ssh.packet_length_encrypted,ssh.padding_length,ssh.padding_string,ssh.protocol,ssh.server_host_key_algorithms_length,tls.alert_message.desc,tls.alert_message.level,tls.app_data_proto,tls.compress_certificate.compressed_certificate_message.length,tls.connection_id,tls.handshake.extension.type,tls.handshake.extensions_key_share_group,tls.handshake.session_ticket_length,tls.handshake.version,tls.record.content_type,tls.record.version,Label
23,342,4335,Dec 15- 2020 22:55:09.212852000 GTB Standard Time,0.102436,0.102436,1608065709,47.207214,0,1,5180,6,-105,56,7642658345,1-0-0,0x00000000,3347691028,,0,,,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,DE,ff:ff:ff:ff:ff:ff,0x00000000,0,0,0,0,0,0,0,8,,100,1,0,,24060723276,ff:ff:ff:ff:ff:ff,408,,,,0c:9d:92:54:fe:34,2560,ASUS_5G,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,7-8-4-52-1-2-20-5-26-22-8-12-5-2-9-24-5,36,6,7642658345,5180,-34,7642657937,5,7642658345,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,76,4336,Dec 15- 2020 22:55:09.259553000 GTB Standard Time,0.046701,0.046701,1608065709,47.253915,0,1,5180,24,-181,56,7642705464,1-0-0,0x00000000,3347738149,,158,,,,,,,0x00000000,0,0,0,0,0,1,0,11,,,,,,,0c:9d:92:54:fe:34,28,,,,,,,00:c0:ca:a8:26:3e,,,36,24,7642705464,5180,-63,7642705436,5,7642705464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,70,4337,Dec 15- 2020 22:55:09.259573000 GTB Standard Time,2.00E-05,2.00E-05,1608065709,47.253935,0,1,5180,24,-103,56,7642705511,1-0-0,0x00000000,3347738196,,104,,,,,,,0x00000000,0,0,0,0,0,1,0,12,,,,,,,00:c0:ca:a8:26:3e,28,,,,,,,,,,36,24,7642705511,5180,-33,7642705483,5,7642705511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,76,4338,Dec 15- 2020 22:55:09.310328000 GTB Standard Time,0.050755,0.050755,1608065709,47.30469,0,1,5180,24,-103,56,7642756210,1-0-0,0x00000000,3347788895,,178,,,,,,,0x00000000,0,0,0,0,0,1,0,11,,,,,,,00:c0:ca:a8:26:3e,28,,,,,,,0c:9d:92:54:fe:34,,,36,24,7642756210,5180,-33,7642756182,5,7642756210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,88,4339,Dec 15- 2020 22:55:09.310504000 GTB Standard Time,0.000176,0.000176,1608065709,47.304866,0,1,5180,24,-181,56,7642756392,1-0-0,0x00000000,3347789077,,2,,,,,,,0x00000000,0,0,0,0,0,1,0,9,,,,,,,0c:9d:92:54:fe:34,32,,,,,,,00:c0:ca:a8:26:3e,,,36,24,7642756392,5180,-63,7642756360,5,7642756392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,342,4340,Dec 15- 2020 22:55:09.315219000 GTB Standard Time,0.004715,0.004715,1608065709,47.309581,0,1,5180,6,-105,56,7642760738,1-0-0,0x00000000,3347793421,,0,,,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,DE,ff:ff:ff:ff:ff:ff,0x00000000,0,0,0,0,0,0,0,8,,100,1,0,,24060825669,ff:ff:ff:ff:ff:ff,408,,,,0c:9d:92:54:fe:34,2561,ASUS_5G,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,7-8-4-52-1-2-20-5-26-22-8-12-5-2-9-24-5,36,6,7642760738,5180,-34,7642760330,5,7642760738,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,136,4341,Dec 15- 2020 22:55:09.315371000 GTB Standard Time,0.000152,0.000152,1608065709,47.309733,0,1,5180,6,-103,56,7642761180,1-0-0,0x00000000,3347793863,,0,,,0c:9d:92:54:fe:34,,,ff:ff:ff:ff:ff:ff,0x00000002,0,0,1,1,0,2,0,0,,,,,,,ff:ff:ff:ff:ff:ff,132,,,,a4:b1:c1:91:4c:72,2562,,0c:9d:92:54:fe:34,,,36,6,7642761180,5180,-33,7642761048,5,7642761180,,,,,,,,,,,llc,Address Resolution Protocol (request),1,0x00000800,6,4,1,a4:b1:c1:91:4c:72,192.168.2.254,00:00:00:00:00:00,192.168.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,342,4342,Dec 15- 2020 22:55:09.417628000 GTB Standard Time,0.102257,0.102257,1608065709,47.41199,0,1,5180,6,-105,56,7642863137,1-0-0,0x00000000,3347895820,,0,,,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,DE,ff:ff:ff:ff:ff:ff,0x00000000,0,0,0,0,0,0,0,8,,100,1,0,,24060928068,ff:ff:ff:ff:ff:ff,408,,,,0c:9d:92:54:fe:34,2565,ASUS_5G,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,7-8-4-52-1-2-20-5-26-22-8-12-5-2-9-24-5,36,6,7642863137,5180,-34,7642862729,5,7642863137,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,342,4343,Dec 15- 2020 22:55:09.520019000 GTB Standard Time,0.102391,0.102391,1608065710,47.514381,0,1,5180,6,-105,56,7642965533,1-0-0,0x00000000,3347998216,,0,,,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,DE,ff:ff:ff:ff:ff:ff,0x00000000,0,0,0,0,0,0,0,8,,100,1,0,,24061030463,ff:ff:ff:ff:ff:ff,408,,,,0c:9d:92:54:fe:34,2566,ASUS_5G,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,7-8-4-52-1-2-20-5-26-22-8-12-5-2-9-24-5,36,6,7642965533,5180,-34,7642965125,5,7642965533,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,342,4344,Dec 15- 2020 22:55:09.622434000 GTB Standard Time,0.102415,0.102415,1608065710,47.616796,0,1,5180,6,-105,56,7643067946,1-0-0,0x00000000,3348100629,,0,,,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,DE,ff:ff:ff:ff:ff:ff,0x00000000,0,0,0,0,0,0,0,8,,100,1,0,,24061132875,ff:ff:ff:ff:ff:ff,408,,,,0c:9d:92:54:fe:34,2567,ASUS_5G,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,7-8-4-52-1-2-20-5-26-22-8-12-5-2-9-24-5,36,6,7643067946,5180,-34,7643067538,5,7643067946,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,136,4345,Dec 15- 2020 22:55:09.622565000 GTB Standard Time,0.000131,0.000131,1608065710,47.616927,0,1,5180,6,-103,56,7643068388,1-0-0,0x00000000,3348101071,,0,,,0c:9d:92:54:fe:34,,,ff:ff:ff:ff:ff:ff,0x00000002,0,0,0,1,0,2,0,0,,,,,,,ff:ff:ff:ff:ff:ff,132,,,,0c:9d:92:54:fe:30,2568,,0c:9d:92:54:fe:34,,,36,6,7643068388,5180,-33,7643068256,5,7643068388,,,,,,,,,,,llc,Address Resolution Protocol (request),1,0x00000800,6,4,1,0c:9d:92:54:fe:30,192.168.2.1,00:00:00:00:00:00,192.168.2.190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,342,4346,Dec 15- 2020 22:55:09.724845000 GTB Standard Time,0.10228,0.10228,1608065710,47.719207,0,1,5180,6,-105,56,7643170331,1-0-0,0x00000000,3348203014,,0,,,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,DE,ff:ff:ff:ff:ff:ff,0x00000000,0,0,0,0,0,0,0,8,,100,1,0,,24061235260,ff:ff:ff:ff:ff:ff,408,,,,0c:9d:92:54:fe:34,2569,ASUS_5G,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,7-8-4-52-1-2-20-5-26-22-8-12-5-2-9-24-5,36,6,7643170331,5180,-34,7643169923,5,7643170331,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,342,4347,Dec 15- 2020 22:55:09.827229000 GTB Standard Time,0.102384,0.102384,1608065710,47.821591,0,1,5180,6,-103,56,7643272731,1-0-0,0x00000000,3348305414,,0,,,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,DE,ff:ff:ff:ff:ff:ff,0x00000000,0,0,0,0,0,0,0,8,,100,1,0,,24061337660,ff:ff:ff:ff:ff:ff,408,,,,0c:9d:92:54:fe:34,2570,ASUS_5G,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,7-8-4-52-1-2-20-5-26-22-8-12-5-2-9-24-5,36,6,7643272731,5180,-33,7643272323,5,7643272731,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,342,4348,Dec 15- 2020 22:55:09.929656000 GTB Standard Time,0.102427,0.102427,1608065710,47.924018,0,1,5180,6,-103,56,7643375153,1-0-0,0x00000000,3348407836,,0,,,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,DE,ff:ff:ff:ff:ff:ff,0x00000000,0,0,0,0,0,0,0,8,,100,1,0,,24061440081,ff:ff:ff:ff:ff:ff,408,,,,0c:9d:92:54:fe:34,2571,ASUS_5G,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,7-8-4-52-1-2-20-5-26-22-8-12-5-2-9-24-5,36,6,7643375153,5180,-33,7643374745,5,7643375153,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,342,4349,Dec 15- 2020 22:55:10.032000000 GTB Standard Time,0.102344,0.102344,1608065710,48.026362,0,1,5180,6,-103,56,7643477543,1-0-0,0x00000000,3348510226,,0,,,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,DE,ff:ff:ff:ff:ff:ff,0x00000000,0,0,0,0,0,0,0,8,,100,1,0,,24061542471,ff:ff:ff:ff:ff:ff,408,,,,0c:9d:92:54:fe:34,2573,ASUS_5G,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,7-8-4-52-1-2-20-5-26-22-8-12-5-2-9-24-5,36,6,7643477543,5180,-33,7643477135,5,7643477543,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,342,4350,Dec 15- 2020 22:55:10.134459000 GTB Standard Time,0.102459,0.102459,1608065710,48.128821,0,1,5180,6,-103,56,7643579956,1-0-0,0x00000000,3348612639,,0,,,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,DE,ff:ff:ff:ff:ff:ff,0x00000000,0,0,0,0,0,0,0,8,,100,1,0,,24061644883,ff:ff:ff:ff:ff:ff,408,,,,0c:9d:92:54:fe:34,2574,ASUS_5G,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,7-8-4-52-1-2-20-5-26-22-8-12-5-2-9-24-5,36,6,7643579956,5180,-33,7643579548,5,7643579956,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,342,4351,Dec 15- 2020 22:55:10.236841000 GTB Standard Time,0.102382,0.102382,1608065710,48.231203,0,1,5180,6,-103,56,7643682351,1-0-0,0x00000000,3348715034,,0,,,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,DE,ff:ff:ff:ff:ff:ff,0x00000000,0,0,0,0,0,0,0,8,,100,1,0,,24061747278,ff:ff:ff:ff:ff:ff,408,,,,0c:9d:92:54:fe:34,2575,ASUS_5G,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,7-8-4-52-1-2-20-5-26-22-8-12-5-2-9-24-5,36,6,7643682351,5180,-33,7643681943,5,7643682351,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,138,4352,Dec 15- 2020 22:55:10.236996000 GTB Standard Time,0.000155,0.000155,1608065710,48.231358,0,1,5180,6,-103,56,7643682793,1-0-0,0x00000000,3348715476,,0,,,0c:9d:92:54:fe:34,,,01:80:c2:00:00:00,0x00000002,0,0,0,1,0,2,0,0,,,,,,,01:80:c2:00:00:00,136,,,,0c:9d:92:54:fe:34,2576,,0c:9d:92:54:fe:34,,,36,6,7643682793,5180,-33,7643682657,5,7643682793,,,,,,,,,,,llc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,342,4353,Dec 15- 2020 22:55:10.339230000 GTB Standard Time,0.102234,0.102234,1608065710,48.333592,0,1,5180,6,-103,56,7643784736,1-0-0,0x00000000,3348817419,,0,,,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,DE,ff:ff:ff:ff:ff:ff,0x00000000,0,0,0,0,0,0,0,8,,100,1,0,,24061849663,ff:ff:ff:ff:ff:ff,408,,,,0c:9d:92:54:fe:34,2577,ASUS_5G,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,7-8-4-52-1-2-20-5-26-22-8-12-5-2-9-24-5,36,6,7643784736,5180,-33,7643784328,5,7643784736,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,76,4354,Dec 15- 2020 22:55:10.410677000 GTB Standard Time,0.071447,0.071447,1608065710,48.405039,0,1,5180,24,-103,56,7643856550,1-0-0,0x00000000,3348889235,,166,,,,,,,0x00000000,0,0,0,0,0,1,0,11,,,,,,,00:c0:ca:a8:26:3e,28,,,,,,,0c:9d:92:54:fe:34,,,36,24,7643856550,5180,-33,7643856522,5,7643856550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,342,4355,Dec 15- 2020 22:55:10.441659000 GTB Standard Time,0.030982,0.030982,1608065710,48.436021,0,1,5180,6,-103,56,7643887149,1-0-0,0x00000000,3348919832,,0,,,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,DE,ff:ff:ff:ff:ff:ff,0x00000000,0,0,0,0,0,0,0,8,,100,1,0,,24061952075,ff:ff:ff:ff:ff:ff,408,,,,0c:9d:92:54:fe:34,2578,ASUS_5G,0c:9d:92:54:fe:34,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,7-8-4-52-1-2-20-5-26-22-8-12-5-2-9-24-5,36,6,7643887149,5180,-33,7643886741,5,7643887149,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,76,4356,Dec 15- 2020 22:55:10.509440000 GTB Standard Time,0.067781,0.067781,1608065711,48.503802,0,1,5180,24,-181,56,7643955320,1-0-0,0x00000000,3348988005,,158,,,,,,,0x00000000,0,0,0,0,0,1,0,11,,,,,,,0c:9d:92:54:fe:34,28,,,,,,,00:c0:ca:a8:26:3e,,,36,24,7643955320,5180,-63,7643955292,5,7643955320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,70,4357,Dec 15- 2020 22:55:10.509445000 GTB Standard Time,5.00E-06,5.00E-06,1608065711,48.503807,0,1,5180,24,-103,56,7643955366,1-0-0,0x00000000,3348988051,,104,,,,,,,0x00000000,0,0,0,0,0,1,0,12,,,,,,,00:c0:ca:a8:26:3e,28,,,,,,,,,,36,24,7643955366,5180,-33,7643955338,5,7643955366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
